Serial Number:20440473 --

Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",EOF,
2018-08-29 00:56:15,2.19,99.98,2.18, ,
2018-08-29 01:56:15,2.06,99.98,2.05, ,
2018-08-29 02:56:15,2.06,99.98,2.05, ,
2018-08-29 03:56:15,2.10,99.98,2.09, ,
2018-08-29 04:56:15,2.01,99.98,2.01, ,
2018-08-29 05:56:15,2.01,99.98,2.01, ,
2018-08-29 06:56:15,1.93,99.98,1.92, ,
2018-08-29 07:56:15,2.14,99.98,2.14, ,
2018-08-29 08:56:15,2.36,99.98,2.35, ,
2018-08-29 09:56:15,2.31,99.98,2.31, ,
2018-08-29 10:56:15,2.27,99.98,2.27, ,
2018-08-29 11:56:15,2.44,99.98,2.44, ,
2018-08-29 12:56:15,2.44,99.98,2.44, ,
2018-08-29 13:56:15,2.61,99.98,2.61, ,
2018-08-29 14:56:15,2.61,99.98,2.61, ,
2018-08-29 15:56:15,2.49,99.98,2.48, ,
2018-08-29 16:56:15,2.53,99.98,2.52, ,
2018-08-29 17:56:15,2.49,99.98,2.48, ,
2018-08-29 18:56:15,2.53,99.98,2.52, ,
2018-08-29 19:56:15,2.40,99.98,2.40, ,
2018-08-29 20:56:15,2.31,99.98,2.31, ,
2018-08-29 21:56:15,2.27,99.98,2.27, ,
2018-08-29 22:56:15,2.31,99.98,2.31, ,
2018-08-29 23:56:15,2.31,99.98,2.31, ,
2018-08-30 00:56:15,2.27,99.98,2.27, ,
2018-08-30 01:56:15,2.31,99.98,2.31, ,
2018-08-30 02:56:15,2.27,99.98,2.27, ,
2018-08-30 03:56:15,2.19,99.98,2.18, ,
2018-08-30 04:56:15,2.10,99.98,2.09, ,
2018-08-30 05:56:15,2.36,99.98,2.35, ,
2018-08-30 06:56:15,2.36,99.98,2.35, ,
2018-08-30 07:56:15,2.36,99.98,2.35, ,
2018-08-30 08:56:15,2.31,99.98,2.31, ,
2018-08-30 09:56:15,2.31,99.98,2.31, ,
2018-08-30 10:56:15,2.40,99.98,2.40, ,
2018-08-30 11:56:15,2.44,99.98,2.44, ,
2018-08-30 12:56:15,2.49,99.98,2.48, ,
2018-08-30 13:56:15,2.49,99.98,2.48, ,
2018-08-30 14:56:15,2.74,99.98,2.74, ,
2018-08-30 15:56:15,2.57,99.98,2.57, ,
2018-08-30 16:56:15,2.53,99.98,2.52, ,
2018-08-30 17:56:15,2.53,99.98,2.52, ,
2018-08-30 18:56:15,2.40,99.98,2.40, ,
2018-08-30 19:56:15,2.27,99.98,2.27, ,
2018-08-30 20:56:15,2.40,99.98,2.40, ,
2018-08-30 21:56:15,2.31,99.98,2.31, ,
2018-08-30 22:56:15,2.23,99.98,2.22, ,
2018-08-30 23:56:15,2.01,99.98,2.01, ,
2018-08-31 00:56:15,1.97,99.98,1.97, ,
2018-08-31 01:56:15,1.97,99.98,1.97, ,
2018-08-31 02:56:15,2.06,99.98,2.05, ,
2018-08-31 03:56:15,2.01,99.98,2.01, ,
2018-08-31 04:56:15,1.80,99.98,1.79, ,
2018-08-31 05:56:15,2.10,99.98,2.09, ,
2018-08-31 06:56:15,2.01,99.98,2.01, ,
2018-08-31 07:56:15,1.76,99.98,1.75, ,
2018-08-31 08:56:15,1.67,99.98,1.67, ,
2018-08-31 09:56:15,1.76,99.98,1.75, ,
2018-08-31 10:56:15,1.80,99.98,1.79, ,
2018-08-31 11:56:15,2.01,99.98,2.01, ,
2018-08-31 12:56:15,2.27,99.98,2.27, ,
2018-08-31 13:56:15,2.23,99.98,2.22, ,
2018-08-31 14:56:15,2.27,99.98,2.27, ,
2018-08-31 15:56:15,2.23,99.98,2.22, ,
2018-08-31 16:56:15,2.31,99.98,2.31, ,
2018-08-31 17:56:15,2.31,99.98,2.31, ,
2018-08-31 18:56:15,2.31,99.98,2.31, ,
2018-08-31 19:56:15,2.27,99.98,2.27, ,
2018-08-31 20:56:15,2.61,99.98,2.61, ,
2018-08-31 21:56:15,2.57,99.98,2.57, ,
2018-08-31 22:56:15,2.53,99.98,2.52, ,
2018-08-31 23:56:15,2.49,99.98,2.48, ,
2018-09-01 00:56:15,2.53,99.98,2.52, ,
2018-09-01 01:56:15,2.53,99.98,2.52, ,
2018-09-01 02:56:15,2.79,99.98,2.78, ,
2018-09-01 03:56:15,2.57,99.98,2.57, ,
2018-09-01 04:56:15,2.40,99.98,2.40, ,
2018-09-01 05:56:15,2.74,99.98,2.74, ,
2018-09-01 06:56:15,3.04,99.98,3.04, ,
2018-09-01 07:56:15,2.27,99.98,2.27, ,
2018-09-01 08:56:15,2.49,99.98,2.48, ,
2018-09-01 09:56:15,2.57,99.98,2.57, ,
2018-09-01 10:56:15,2.01,99.98,2.01, ,
2018-09-01 11:56:15,1.80,99.98,1.79, ,
2018-09-01 12:56:15,2.14,99.98,2.14, ,
2018-09-01 13:56:15,2.06,99.98,2.05, ,
2018-09-01 14:56:15,1.97,99.98,1.97, ,
2018-09-01 15:56:15,1.84,99.98,1.84, ,
2018-09-01 16:56:15,1.80,99.98,1.79, ,
2018-09-01 17:56:15,1.76,99.98,1.75, ,
2018-09-01 18:56:15,1.63,99.98,1.62, ,
2018-09-01 19:56:15,1.67,99.98,1.67, ,
2018-09-01 20:56:15,1.71,99.98,1.71, ,
2018-09-01 21:56:15,1.50,99.98,1.49, ,
2018-09-01 22:56:15,1.63,99.98,1.62, ,
2018-09-01 23:56:15,1.63,99.98,1.62, ,
2018-09-02 00:56:15,1.63,99.98,1.62, ,
2018-09-02 01:56:15,1.93,99.98,1.92, ,
2018-09-02 02:56:15,2.01,99.98,2.01, ,
2018-09-02 03:56:15,1.80,99.98,1.79, ,
2018-09-02 04:56:15,1.71,99.98,1.71, ,
2018-09-02 05:56:15,1.46,99.98,1.45, ,
2018-09-02 06:56:15,1.50,99.98,1.49, ,
2018-09-02 07:56:15,1.54,99.98,1.54, ,
2018-09-02 08:56:15,1.63,99.98,1.62, ,
2018-09-02 09:56:15,1.58,99.98,1.58, ,
2018-09-02 10:56:15,1.97,99.98,1.97, ,
2018-09-02 11:56:15,1.63,99.98,1.62, ,
2018-09-02 12:56:15,1.67,99.98,1.67, ,
2018-09-02 13:56:15,1.76,99.98,1.75, ,
2018-09-02 14:56:15,1.84,99.98,1.84, ,
2018-09-02 15:56:15,1.84,99.98,1.84, ,
2018-09-02 16:56:15,1.80,99.98,1.79, ,
2018-09-02 17:56:15,1.67,99.98,1.67, ,
2018-09-02 18:56:15,1.63,99.98,1.62, ,
2018-09-02 19:56:15,1.63,99.98,1.62, ,
2018-09-02 20:56:15,1.71,99.98,1.71, ,
2018-09-02 21:56:15,1.80,99.98,1.79, ,
2018-09-02 22:56:15,1.71,99.98,1.71, ,
2018-09-02 23:56:15,1.63,99.98,1.62, ,
2018-09-03 00:56:15,1.63,99.98,1.62, ,
2018-09-03 01:56:15,1.54,99.98,1.54, ,
2018-09-03 02:56:15,1.54,99.98,1.54, ,
2018-09-03 03:56:15,1.58,99.98,1.58, ,
2018-09-03 04:56:15,1.67,99.98,1.67, ,
2018-09-03 05:56:15,1.63,99.98,1.62, ,
2018-09-03 06:56:15,1.67,99.98,1.67, ,
2018-09-03 07:56:15,1.80,99.98,1.79, ,
2018-09-03 08:56:15,1.71,99.98,1.71, ,
2018-09-03 09:56:15,1.76,99.98,1.75, ,
2018-09-03 10:56:15,1.67,99.98,1.67, ,
2018-09-03 11:56:15,1.76,99.98,1.75, ,
2018-09-03 12:56:15,1.76,99.98,1.75, ,
2018-09-03 13:56:15,1.84,99.98,1.84, ,
2018-09-03 14:56:15,1.63,99.98,1.62, ,
2018-09-03 15:56:15,1.84,99.98,1.84, ,
2018-09-03 16:56:15,1.84,99.98,1.84, ,
2018-09-03 17:56:15,1.71,99.98,1.71, ,
2018-09-03 18:56:15,1.84,99.98,1.84, ,
2018-09-03 19:56:15,1.84,99.98,1.84, ,
2018-09-03 20:56:15,1.84,99.98,1.84, ,
2018-09-03 21:56:15,1.67,99.98,1.67, ,
2018-09-03 22:56:15,1.80,99.98,1.79, ,
2018-09-03 23:56:15,1.76,99.98,1.75, ,
2018-09-04 00:56:15,1.67,99.98,1.67, ,
2018-09-04 01:56:15,1.67,99.98,1.67, ,
2018-09-04 02:56:15,1.63,99.98,1.62, ,
2018-09-04 03:56:15,1.76,99.98,1.75, ,
2018-09-04 04:56:15,1.84,99.98,1.84, ,
2018-09-04 05:56:15,1.84,99.98,1.84, ,
2018-09-04 06:56:15,1.76,99.98,1.75, ,
2018-09-04 07:56:15,1.80,99.98,1.79, ,
2018-09-04 08:56:15,1.93,99.98,1.92, ,
2018-09-04 09:56:15,1.84,99.98,1.84, ,
2018-09-04 10:56:15,1.93,99.98,1.92, ,
2018-09-04 11:56:15,1.97,99.98,1.97, ,
2018-09-04 12:56:15,1.97,99.98,1.97, ,
2018-09-04 13:56:15,2.01,99.98,2.01, ,
2018-09-04 14:56:15,2.06,99.98,2.05, ,
2018-09-04 15:56:15,2.06,99.98,2.05, ,
2018-09-04 16:56:15,2.10,99.98,2.09, ,
2018-09-04 17:56:15,1.93,99.98,1.92, ,
2018-09-04 18:56:15,2.14,99.98,2.14, ,
2018-09-04 19:56:15,2.19,99.98,2.18, ,
2018-09-04 20:56:15,2.14,99.98,2.14, ,
2018-09-04 21:56:15,2.06,99.98,2.05, ,
2018-09-04 22:56:15,2.14,99.98,2.14, ,
2018-09-04 23:56:15,2.14,99.98,2.14, ,
2018-09-05 00:56:15,1.97,99.98,1.97, ,
2018-09-05 01:56:15,1.93,99.98,1.92, ,
2018-09-05 02:56:15,2.23,99.98,2.22, ,
2018-09-05 03:56:15,2.14,99.98,2.14, ,
2018-09-05 04:56:15,2.19,99.98,2.18, ,
2018-09-05 05:56:15,2.10,99.98,2.09, ,
2018-09-05 06:56:15,1.80,99.98,1.79, ,
2018-09-05 07:56:15,1.93,99.98,1.92, ,
2018-09-05 08:56:15,2.19,99.98,2.18, ,
2018-09-05 09:56:15,2.27,99.98,2.27, ,
2018-09-05 10:56:15,2.31,99.98,2.31, ,
2018-09-05 11:56:15,2.27,99.98,2.27, ,
2018-09-05 12:56:15,2.40,99.98,2.40, ,
2018-09-05 13:56:15,2.31,99.98,2.31, ,
2018-09-05 14:56:15,2.36,99.98,2.35, ,
2018-09-05 15:56:15,2.36,99.98,2.35, ,
2018-09-05 16:56:15,2.31,99.98,2.31, ,
2018-09-05 17:56:15,2.36,99.98,2.35, ,
2018-09-05 18:56:15,2.31,99.98,2.31, ,
2018-09-05 19:56:15,2.27,99.98,2.27, ,
2018-09-05 20:56:15,2.27,99.98,2.27, ,
2018-09-05 21:56:15,2.23,99.98,2.22, ,
2018-09-05 22:56:15,2.27,99.98,2.27, ,
2018-09-05 23:56:15,2.27,99.98,2.27, ,
2018-09-06 00:56:15,2.27,99.98,2.27, ,
2018-09-06 01:56:15,2.19,99.98,2.18, ,
2018-09-06 02:56:15,2.19,99.98,2.18, ,
2018-09-06 03:56:15,2.10,99.98,2.09, ,
2018-09-06 04:56:15,2.06,99.98,2.05, ,
2018-09-06 05:56:15,2.14,99.98,2.14, ,
2018-09-06 06:56:15,2.14,99.98,2.14, ,
2018-09-06 07:56:15,2.19,99.98,2.18, ,
2018-09-06 08:56:15,2.14,99.98,2.14, ,
2018-09-06 09:56:15,2.23,99.98,2.22, ,
2018-09-06 10:56:15,2.27,99.98,2.27, ,
2018-09-06 11:56:15,2.19,99.98,2.18, ,
2018-09-06 12:56:15,2.14,99.98,2.14, ,
2018-09-06 13:56:15,2.23,99.98,2.22, ,
2018-09-06 14:56:15,2.49,99.98,2.48, ,
2018-09-06 15:56:15,2.31,99.98,2.31, ,
2018-09-06 16:56:15,2.36,99.98,2.35, ,
2018-09-06 17:56:15,2.31,99.98,2.31, ,
2018-09-06 18:56:15,2.27,99.98,2.27, ,
2018-09-06 19:56:15,2.14,99.98,2.14, ,
2018-09-06 20:56:15,2.19,99.98,2.18, ,
2018-09-06 21:56:15,2.10,99.98,2.09, ,
2018-09-06 22:56:15,2.10,99.98,2.09, ,
2018-09-06 23:56:15,2.06,99.98,2.05, ,
2018-09-07 00:56:15,2.06,99.98,2.05, ,
2018-09-07 01:56:15,1.97,99.98,1.97, ,
2018-09-07 02:56:15,1.97,99.98,1.97, ,
2018-09-07 03:56:15,1.97,99.98,1.97, ,
2018-09-07 04:56:15,1.97,99.98,1.97, ,
2018-09-07 05:56:15,2.10,99.98,2.09, ,
2018-09-07 06:56:15,2.06,99.98,2.05, ,
2018-09-07 07:56:15,2.19,99.98,2.18, ,
2018-09-07 08:56:15,2.06,99.98,2.05, ,
2018-09-07 09:56:15,1.97,99.98,1.97, ,
2018-09-07 10:56:15,2.10,99.98,2.09, ,
2018-09-07 11:56:15,2.14,99.98,2.14, ,
2018-09-07 12:56:15,2.14,99.98,2.14, ,
2018-09-07 13:56:15,2.14,99.98,2.14, ,
2018-09-07 14:56:15,2.14,99.98,2.14, ,
2018-09-07 15:56:15,2.19,99.98,2.18, ,
2018-09-07 16:56:15,2.14,99.98,2.14, ,
2018-09-07 17:56:15,2.14,99.98,2.14, ,
2018-09-07 18:56:15,2.06,99.98,2.05, ,
2018-09-07 19:56:15,1.97,99.98,1.97, ,
2018-09-07 20:56:15,2.06,99.98,2.05, ,
2018-09-07 21:56:15,1.93,99.98,1.92, ,
2018-09-07 22:56:15,2.01,99.98,2.01, ,
2018-09-07 23:56:15,1.93,99.98,1.92, ,
2018-09-08 00:56:15,1.80,99.98,1.79, ,
2018-09-08 01:56:15,1.84,99.98,1.84, ,
2018-09-08 02:56:15,2.10,99.98,2.09, ,
2018-09-08 03:56:15,2.19,99.98,2.18, ,
2018-09-08 04:56:15,2.06,99.98,2.05, ,
2018-09-08 05:56:15,1.88,99.98,1.88, ,
2018-09-08 06:56:15,1.84,99.98,1.84, ,
2018-09-08 07:56:15,1.76,99.98,1.75, ,
2018-09-08 08:56:15,1.76,99.98,1.75, ,
2018-09-08 09:56:15,1.93,99.98,1.92, ,
2018-09-08 10:56:15,1.93,99.98,1.92, ,
2018-09-08 11:56:15,1.97,99.98,1.97, ,
2018-09-08 12:56:15,2.19,99.98,2.18, ,
2018-09-08 13:56:15,2.23,99.98,2.22, ,
2018-09-08 14:56:15,2.27,99.98,2.27, ,
2018-09-08 15:56:15,2.27,99.98,2.27, ,
2018-09-08 16:56:15,2.31,99.98,2.31, ,
2018-09-08 17:56:15,2.36,99.98,2.35, ,
2018-09-08 18:56:15,2.27,99.98,2.27, ,
2018-09-08 19:56:15,2.23,99.98,2.22, ,
2018-09-08 20:56:15,2.23,99.98,2.22, ,
2018-09-08 21:56:15,2.14,99.98,2.14, ,
2018-09-08 22:56:15,2.23,99.98,2.22, ,
2018-09-08 23:56:15,2.27,99.98,2.27, ,
2018-09-09 00:56:15,2.23,99.98,2.22, ,
2018-09-09 01:56:15,2.19,99.98,2.18, ,
2018-09-09 02:56:15,2.01,99.98,2.01, ,
2018-09-09 03:56:15,2.19,99.98,2.18, ,
2018-09-09 04:56:15,2.31,99.98,2.31, ,
2018-09-09 05:56:15,1.93,99.98,1.92, ,
2018-09-09 06:56:15,1.80,99.98,1.79, ,
2018-09-09 07:56:15,1.80,99.98,1.79, ,
2018-09-09 08:56:15,2.19,99.98,2.18, ,
2018-09-09 09:56:15,2.40,99.98,2.40, ,
2018-09-09 10:56:15,2.49,99.98,2.48, ,
2018-09-09 11:56:15,2.57,99.98,2.57, ,
2018-09-09 12:56:15,2.49,99.98,2.48, ,
2018-09-09 13:56:15,2.53,99.98,2.52, ,
2018-09-09 14:56:15,2.53,99.98,2.52, ,
2018-09-09 15:56:15,2.61,99.98,2.61, ,
2018-09-09 16:56:15,2.53,99.98,2.52, ,
2018-09-09 17:56:15,2.57,99.98,2.57, ,
2018-09-09 18:56:15,2.53,99.98,2.52, ,
2018-09-09 19:56:15,2.44,99.98,2.44, ,
2018-09-09 20:56:15,2.27,99.98,2.27, ,
2018-09-09 21:56:15,2.10,99.98,2.09, ,
2018-09-09 22:56:15,2.01,99.98,2.01, ,
2018-09-09 23:56:15,1.97,99.98,1.97, ,
2018-09-10 00:56:15,1.93,99.98,1.92, ,
2018-09-10 01:56:15,1.84,99.98,1.84, ,
2018-09-10 02:56:15,1.84,99.98,1.84, ,
2018-09-10 03:56:15,1.80,99.98,1.79, ,
2018-09-10 04:56:15,1.80,99.98,1.79, ,
2018-09-10 05:56:15,1.76,99.98,1.75, ,
2018-09-10 06:56:15,1.71,99.98,1.71, ,
2018-09-10 07:56:15,1.76,99.98,1.75, ,
2018-09-10 08:56:15,2.10,99.98,2.09, ,
2018-09-10 09:56:15,2.31,99.98,2.31, ,
2018-09-10 10:56:15,2.40,99.98,2.40, ,
2018-09-10 11:56:15,2.57,99.98,2.57, ,
2018-09-10 12:56:15,2.57,99.98,2.57, ,
2018-09-10 13:56:15,2.57,99.98,2.57, ,
2018-09-10 14:56:15,2.57,99.98,2.57, ,
2018-09-10 15:56:15,2.61,99.98,2.61, ,
2018-09-10 16:56:15,2.53,99.98,2.52, ,
2018-09-10 17:56:15,2.49,99.98,2.48, ,
2018-09-10 18:56:15,2.40,99.98,2.40, ,
2018-09-10 19:56:15,2.40,99.98,2.40, ,
2018-09-10 20:56:15,2.31,99.98,2.31, ,
2018-09-10 21:56:15,2.36,99.98,2.35, ,
2018-09-10 22:56:15,2.57,99.98,2.57, ,
2018-09-10 23:56:15,2.19,99.98,2.18, ,
2018-09-11 00:56:15,2.01,99.98,2.01, ,
2018-09-11 01:56:15,2.06,99.98,2.05, ,
2018-09-11 02:56:15,1.93,99.98,1.92, ,
2018-09-11 03:56:15,1.88,99.98,1.88, ,
2018-09-11 04:56:15,1.88,99.98,1.88, ,
2018-09-11 05:56:15,1.88,99.98,1.88, ,
2018-09-11 06:56:15,1.84,99.98,1.84, ,
2018-09-11 07:56:15,1.84,99.98,1.84, ,
2018-09-11 08:56:15,2.14,99.98,2.14, ,
2018-09-11 09:56:15,2.40,99.98,2.40, ,
2018-09-11 10:56:15,2.44,99.98,2.44, ,
2018-09-11 11:56:15,2.53,99.98,2.52, ,
2018-09-11 12:56:15,2.57,99.98,2.57, ,
2018-09-11 13:56:15,2.70,99.98,2.70, ,
2018-09-11 14:56:15,2.61,99.98,2.61, ,
2018-09-11 15:56:15,2.70,99.98,2.70, ,
2018-09-11 16:56:15,2.70,99.98,2.70, ,
2018-09-11 17:56:15,2.57,99.98,2.57, ,
2018-09-11 18:56:15,2.57,99.98,2.57, ,
2018-09-11 19:56:15,2.66,99.98,2.65, ,
2018-09-11 20:56:15,2.61,99.98,2.61, ,
2018-09-11 21:56:15,2.66,99.98,2.65, ,
2018-09-11 22:56:15,2.74,99.98,2.74, ,
2018-09-11 23:56:15,2.96,99.98,2.95, ,
2018-09-12 00:56:15,2.74,99.98,2.74, ,
2018-09-12 01:56:15,2.74,99.98,2.74, ,
2018-09-12 02:56:15,2.49,99.98,2.48, ,
2018-09-12 03:56:15,2.19,99.98,2.18, ,
2018-09-12 04:56:15,2.01,99.98,2.01, ,
2018-09-12 05:56:15,1.97,99.98,1.97, ,
2018-09-12 06:56:15,1.97,99.98,1.97, ,
2018-09-12 07:56:15,2.19,99.98,2.18, ,
2018-09-12 08:56:15,2.53,99.98,2.52, ,
2018-09-12 09:56:15,2.74,99.98,2.74, ,
2018-09-12 10:56:15,2.83,99.98,2.83, ,
2018-09-12 11:56:15,2.91,99.98,2.91, ,
2018-09-12 12:56:15,2.79,99.98,2.78, ,
2018-09-12 13:56:15,2.79,99.98,2.78, ,
2018-09-12 14:56:15,2.87,99.98,2.87, ,
2018-09-12 15:56:15,2.79,99.98,2.78, ,
2018-09-12 16:56:15,2.74,99.98,2.74, ,
2018-09-12 17:56:15,2.70,99.98,2.70, ,
2018-09-12 18:56:15,2.70,99.98,2.70, ,
2018-09-12 19:56:15,2.70,99.98,2.70, ,
2018-09-12 20:56:15,2.53,99.98,2.52, ,
2018-09-12 21:56:15,2.61,99.98,2.61, ,
2018-09-12 22:56:15,2.36,99.98,2.35, ,
2018-09-12 23:56:15,2.27,99.98,2.27, ,
2018-09-13 00:56:15,2.53,99.98,2.52, ,
2018-09-13 01:56:15,2.53,99.98,2.52, ,
2018-09-13 02:56:15,2.53,99.98,2.52, ,
2018-09-13 03:56:15,2.44,99.98,2.44, ,
2018-09-13 04:56:15,2.36,99.98,2.35, ,
2018-09-13 05:56:15,2.36,99.98,2.35, ,
2018-09-13 06:56:15,2.49,99.98,2.48, ,
2018-09-13 07:56:15,2.36,99.98,2.35, ,
2018-09-13 08:56:15,2.40,99.98,2.40, ,
2018-09-13 09:56:15,2.40,99.98,2.40, ,
2018-09-13 10:56:15,2.53,99.98,2.52, ,
2018-09-13 11:56:15,2.66,99.98,2.65, ,
2018-09-13 12:56:15,2.87,99.98,2.87, ,
2018-09-13 13:56:15,2.83,99.98,2.83, ,
2018-09-13 14:56:15,2.83,99.98,2.83, ,
2018-09-13 15:56:15,2.79,99.98,2.78, ,
2018-09-13 16:56:15,2.79,99.98,2.78, ,
2018-09-13 17:56:15,2.70,99.98,2.70, ,
2018-09-13 18:56:15,2.66,99.98,2.65, ,
2018-09-13 19:56:15,2.61,99.98,2.61, ,
2018-09-13 20:56:15,2.57,99.98,2.57, ,
2018-09-13 21:56:15,2.53,99.98,2.52, ,
2018-09-13 22:56:15,2.44,99.98,2.44, ,
2018-09-13 23:56:15,2.66,99.98,2.65, ,
2018-09-14 00:56:15,2.40,99.98,2.40, ,
2018-09-14 01:56:15,2.27,99.98,2.27, ,
2018-09-14 02:56:15,2.14,99.98,2.14, ,
2018-09-14 03:56:15,2.27,99.98,2.27, ,
2018-09-14 04:56:15,2.31,99.98,2.31, ,
2018-09-14 05:56:15,2.27,99.98,2.27, ,
2018-09-14 06:56:15,2.27,99.98,2.27, ,
2018-09-14 07:56:15,2.36,99.98,2.35, ,
2018-09-14 08:56:15,2.44,99.98,2.44, ,
2018-09-14 09:56:15,2.31,99.98,2.31, ,
2018-09-14 10:56:15,2.44,99.98,2.44, ,
2018-09-14 11:56:15,2.57,99.98,2.57, ,
2018-09-14 12:56:15,2.66,99.98,2.65, ,
2018-09-14 13:56:15,2.57,99.98,2.57, ,
2018-09-14 14:56:15,2.57,99.98,2.57, ,
2018-09-14 15:56:15,2.57,99.98,2.57, ,
2018-09-14 16:56:15,2.66,99.98,2.65, ,
2018-09-14 17:56:15,2.49,99.98,2.48, ,
2018-09-14 18:56:15,2.53,99.98,2.52, ,
2018-09-14 19:56:15,2.49,99.98,2.48, ,
2018-09-14 20:56:15,2.70,99.98,2.70, ,
2018-09-14 21:56:15,2.31,99.98,2.31, ,
2018-09-14 22:56:15,2.01,99.98,2.01, ,
2018-09-14 23:56:15,1.97,99.98,1.97, ,
2018-09-15 00:56:15,1.93,99.98,1.92, ,
2018-09-15 01:56:15,2.10,99.98,2.09, ,
2018-09-15 02:56:15,2.06,99.98,2.05, ,
2018-09-15 03:56:15,2.19,99.98,2.18, ,
2018-09-15 04:56:15,2.19,99.98,2.18, ,
2018-09-15 05:56:15,2.23,99.98,2.22, ,
2018-09-15 06:56:15,2.31,99.98,2.31, ,
2018-09-15 07:56:15,2.27,99.98,2.27, ,
2018-09-15 08:56:15,2.10,99.98,2.09, ,
2018-09-15 09:56:15,2.19,99.98,2.18, ,
2018-09-15 10:56:15,2.01,99.98,2.01, ,
2018-09-15 11:56:15,2.14,99.98,2.14, ,
2018-09-15 12:56:15,2.31,99.98,2.31, ,
2018-09-15 13:56:15,2.40,99.98,2.40, ,
2018-09-15 14:56:15,2.44,99.98,2.44, ,
2018-09-15 15:56:15,2.36,99.98,2.35, ,
2018-09-15 16:56:15,2.49,99.98,2.48, ,
2018-09-15 17:56:15,2.44,99.98,2.44, ,
2018-09-15 18:56:15,2.49,99.98,2.48, ,
2018-09-15 19:56:15,2.44,99.98,2.44, ,
2018-09-15 20:56:15,2.19,99.98,2.18, ,
2018-09-15 21:56:15,2.36,99.98,2.35, ,
2018-09-15 22:56:15,2.31,99.98,2.31, ,
2018-09-15 23:56:15,2.31,99.98,2.31, ,
2018-09-16 00:56:15,2.19,99.98,2.18, ,
2018-09-16 01:56:15,2.23,99.98,2.22, ,
2018-09-16 02:56:15,2.31,99.98,2.31, ,
2018-09-16 03:56:15,2.31,99.98,2.31, ,
2018-09-16 04:56:15,2.27,99.98,2.27, ,
2018-09-16 05:56:15,2.27,99.98,2.27, ,
2018-09-16 06:56:15,2.14,99.98,2.14, ,
2018-09-16 07:56:15,2.14,99.98,2.14, ,
2018-09-16 08:56:15,2.31,99.98,2.31, ,
2018-09-16 09:56:15,2.31,99.98,2.31, ,
2018-09-16 10:56:15,2.40,99.98,2.40, ,
2018-09-16 11:56:15,2.44,99.98,2.44, ,
2018-09-16 12:56:15,2.57,99.98,2.57, ,
2018-09-16 13:56:15,2.49,99.98,2.48, ,
2018-09-16 14:56:15,2.49,99.98,2.48, ,
2018-09-16 15:56:15,2.57,99.98,2.57, ,
2018-09-16 16:56:15,2.61,99.98,2.61, ,
2018-09-16 17:56:15,2.49,99.98,2.48, ,
2018-09-16 18:56:15,2.49,99.98,2.48, ,
2018-09-16 19:56:15,2.49,99.98,2.48, ,
2018-09-16 20:56:15,2.40,99.98,2.40, ,
2018-09-16 21:56:15,2.36,99.98,2.35, ,
2018-09-16 22:56:15,2.27,99.98,2.27, ,
2018-09-16 23:56:15,2.31,99.98,2.31, ,
2018-09-17 00:56:15,2.40,99.98,2.40, ,
2018-09-17 01:56:15,2.27,99.98,2.27, ,
2018-09-17 02:56:15,2.23,99.98,2.22, ,
2018-09-17 03:56:15,2.14,99.98,2.14, ,
2018-09-17 04:56:15,2.19,99.98,2.18, ,
2018-09-17 05:56:15,2.01,99.98,2.01, ,
2018-09-17 06:56:15,1.93,99.98,1.92, ,
2018-09-17 07:56:15,2.01,99.98,2.01, ,
2018-09-17 08:56:15,2.31,99.98,2.31, ,
2018-09-17 09:56:15,2.49,99.98,2.48, ,
2018-09-17 10:56:15,2.49,99.98,2.48, ,
2018-09-17 11:56:15,2.70,99.98,2.70, ,
2018-09-17 12:56:15,2.61,99.98,2.61, ,
2018-09-17 13:56:15,2.66,99.98,2.65, ,
2018-09-17 14:56:15,2.66,99.98,2.65, ,
2018-09-17 15:56:15,2.74,99.98,2.74, ,
2018-09-17 16:56:15,2.61,99.98,2.61, ,
2018-09-17 17:56:15,2.74,99.98,2.74, ,
2018-09-17 18:56:15,2.57,99.98,2.57, ,
2018-09-17 19:56:15,2.57,99.98,2.57, ,
2018-09-17 20:56:15,2.49,99.98,2.48, ,
2018-09-17 21:56:15,2.36,99.98,2.35, ,
2018-09-17 22:56:15,2.31,99.98,2.31, ,
2018-09-17 23:56:15,2.19,99.98,2.18, ,
2018-09-18 00:56:15,2.10,99.98,2.09, ,
2018-09-18 01:56:15,2.06,99.98,2.05, ,
2018-09-18 02:56:15,2.01,99.98,2.01, ,
2018-09-18 03:56:15,1.97,99.98,1.97, ,
2018-09-18 04:56:15,1.93,99.98,1.92, ,
2018-09-18 05:56:15,1.93,99.98,1.92, ,
2018-09-18 06:56:15,1.93,99.98,1.92, ,
2018-09-18 07:56:15,2.01,99.98,2.01, ,
2018-09-18 08:56:15,2.31,99.98,2.31, ,
2018-09-18 09:56:15,2.27,99.98,2.27, ,
2018-09-18 10:56:15,2.36,99.98,2.35, ,
2018-09-18 11:56:15,2.49,99.98,2.48, ,
2018-09-18 12:56:15,2.53,99.98,2.52, ,
2018-09-18 13:56:15,2.57,99.98,2.57, ,
2018-09-18 14:56:15,2.79,99.98,2.78, ,
2018-09-18 15:56:15,2.74,99.98,2.74, ,
2018-09-18 16:56:15,2.61,99.98,2.61, ,
